id_cliente,nome,email,cidade,estado,pais,data_cadastro,canal_aquisicao,segmento
1414,Castro Machado S/A,wdias@azevedo.com,Fonseca de Melo,RS,BR,2022-02-04,inbound,saude
1415,da Rocha S/A,rafael48@fernandes.com,Pacheco,RJ,BR,2023-02-24,inbound,educacao
1416,da Luz,ofarias@souza.com,Albuquerque,MT,BR,2023-01-12,inbound,educacao
1417,Barbosa Ltda.,maria-julia99@fogaca.net,Farias,PA,BR,2022-08-08,inbound,varejo
1418,Garcia Castro e Filhos,ana-lizmelo@albuquerque.com,Nunes da Praia,ES,BR,2023-11-28,inbound,varejo
1419,Novaes S/A,mnovaes@siqueira.br,Carvalho de Viana,BA,BR,2022-12-08,parceiro,industria
1420,Peixoto,gabrielada-mata@pires.br,Barbosa,RJ,BR,2024-01-23,inbound,ti
1421,Santos,natalia81@nogueira.br,da Mata,PA,BR,2023-02-20,parceiro,ti
1422,Lopes e Filhos,fmelo@almeida.br,Rezende,MT,BR,2025-08-13,inbound,industria
1423,Pereira Lopes S.A.,efonseca@lopes.com,da Paz,RN,BR,2024-07-26,outbound,financeiro
1424,Brito Ltda.,dbarbosa@caldeira.com,Correia de Minas,CE,BR,2025-09-16,inbound,industria
1425,Correia Jesus e Filhos,luiz-felipe03@melo.br,Moura de Moraes,RN,BR,2024-10-03,outbound,financeiro
1426,Ribeiro,heloisamoura@montenegro.br,Goncalves,PE,BR,2023-11-11,outbound,servicos
1427,da Rosa,albuquerquemaria-helena@camargo.br,Machado Paulista,RJ,BR,2025-09-24,outbound,financeiro
1428,Brito Aragao - ME,araujoraquel@da.org,Vasconcelos dos Dourados,PA,BR,2024-01-18,inbound,varejo
1429,Cassiano,uduarte@souza.org,Pereira do Galho,MG,BR,2024-03-16,inbound,ti
1430,Fonseca S/A,da-luzana-clara@da.org,da Conceicao das Pedras,AM,BR,2025-08-14,outbound,saude
1431,Borges,juliana92@guerra.com,Borges,SC,BR,2022-11-08,inbound,varejo
1432,Ribeiro,nvargas@brito.com,Machado dos Dourados,MA,BR,2022-02-24,inbound,servicos
1433,Costa,sophieda-conceicao@da.org,Araujo,BA,BR,2023-11-25,inbound,ti
1434,Alves S.A.,diasbarbara@oliveira.com,Teixeira de Barbosa,DF,BR,2023-06-18,parceiro,varejo
1435,Porto da Rocha S/A,emartins@borges.net,Ribeiro de da Conceicao,CE,BR,2022-04-15,outbound,ti
1436,Camargo,sophie99@campos.br,Silveira,RJ,BR,2025-04-13,inbound,financeiro
1437,Viana,araujoenrico@caldeira.br,Duarte do Galho,MS,BR,2022-10-21,inbound,varejo
1438,Melo,zazevedo@ribeiro.br,Almeida,PR,BR,2024-05-29,inbound,financeiro
1439,Ribeiro,rodrigoaraujo@vasconcelos.br,Melo de da Mata,RS,BR,2023-07-05,inbound,financeiro
1440,Borges,antonellanovaes@aragao.com,Leao,PI,BR,2024-06-29,parceiro,financeiro
1441,Cirino,leaomarcelo@alves.org,Ferreira de Nascimento,RS,BR,2023-01-10,evento,financeiro
1442,Garcia,ysantos@abreu.br,Macedo,PB,BR,2023-03-26,inbound,financeiro
1443,Cirino,leaopietra@cirino.br,Casa Grande de Viana,RS,BR,2024-12-19,outbound,industria
1444,Aparecida,mirellamoreira@costa.br,Vargas,RN,BR,2024-03-22,outbound,ti
1445,Macedo,benjamim70@camargo.com,Rodrigues Grande,ES,BR,2023-01-25,inbound,servicos
1446,da Luz,vitor-gabrielcampos@rocha.com,Borges,RN,BR,2025-05-20,inbound,financeiro
1447,da Mata Nunes S/A,imachado@monteiro.br,da Cruz Grande,DF,BR,2023-10-29,outbound,ti
1448,Sa Sampaio e Filhos,benicionunes@farias.net,Barbosa,SP,BR,2025-06-17,inbound,ti
1449,Barros e Filhos,camargolorenzo@campos.br,Gomes do Oeste,PB,BR,2025-02-19,outbound,servicos
1450,Nogueira,manuela04@sousa.br,Pinto da Prata,PB,BR,2025-06-30,inbound,servicos
1451,Sa,cavalcantenicolas@da.org,Nogueira do Amparo,MT,BR,2022-05-21,parceiro,financeiro
1452,Novaes Araujo - ME,mariana15@fogaca.com,da Luz da Mata,MS,BR,2024-05-23,parceiro,financeiro
1453,Nascimento,maria-juliabrito@sousa.com,Barros,ES,BR,2025-03-22,inbound,industria
1454,Oliveira,mendestheo@moraes.com,Alves,RS,BR,2025-08-24,inbound,servicos
1455,Melo da Rosa S/A,barrosjoao-pedro@casa.com,Fogaca,MG,BR,2025-09-02,outbound,educacao
1456,Silva,joao-pedro62@mendes.br,da Luz,PI,BR,2025-08-12,evento,servicos
1457,Montenegro - EI,xoliveira@dias.br,Silva,ES,BR,2024-04-22,parceiro,servicos
1458,Campos Sa - ME,siqueiramirella@peixoto.br,Brito de Leao,BA,BR,2025-09-30,inbound,saude
1459,Cavalcante Cunha S.A.,emillyalmeida@lopes.br,Peixoto da Prata,GO,BR,2023-08-20,inbound,financeiro
1460,Aparecida Lima S/A,laviniafernandes@silva.org,Cirino do Sul,SP,BR,2025-07-29,evento,ti
1461,Costa,ottocampos@caldeira.com,Cirino de da Rosa,SC,BR,2025-05-16,outbound,varejo
1462,Peixoto da Luz Ltda.,portoemanuel@moraes.net,Pastor,MS,BR,2024-08-09,inbound,financeiro
1463,Borges - ME,da-conceicaobella@barbosa.com,Guerra,MS,BR,2023-07-06,parceiro,ti
1464,Novaes,julialima@mendes.br,Melo,MA,BR,2025-01-24,inbound,varejo
1465,da Mota,mouranina@martins.br,Goncalves das Pedras,GO,BR,2023-01-08,outbound,varejo
1466,Albuquerque,rezendemanuella@cardoso.br,Andrade,RJ,BR,2023-10-10,inbound,saude
1467,Camargo,machadocatarina@oliveira.net,Camargo de Casa Grande,MT,BR,2025-01-01,parceiro,financeiro
1468,Cassiano,riosmaria-luiza@leao.net,da Cunha de Vasconcelos,RJ,BR,2022-11-29,inbound,industria
1469,Nunes Pastor - EI,yago43@araujo.com,Rodrigues de da Luz,RS,BR,2023-01-28,inbound,ti
1470,Caldeira - EI,ana-sophia99@araujo.br,das Neves,RN,BR,2025-02-03,parceiro,servicos
1471,Viana Ltda.,fcaldeira@lopes.br,Peixoto,MG,BR,2025-01-29,parceiro,varejo
1472,Jesus,ana-sophiamendonca@correia.com,da Conceicao do Galho,PA,BR,2025-09-14,inbound,ti
1473,Gomes,hteixeira@castro.br,Macedo,CE,BR,2023-01-30,inbound,industria
1474,Oliveira,isabelfarias@da.br,Pires do Galho,BA,BR,2022-02-04,inbound,financeiro
1475,Andrade,caldeirajoaquim@goncalves.com,Cavalcante do Sul,MS,BR,2022-06-06,outbound,ti
1476,da Mota Guerra S.A.,iramos@da.br,Correia do Amparo,GO,BR,2024-06-22,inbound,ti
1477,Andrade,pimentapedro-lucas@nascimento.br,Sousa,PI,BR,2025-07-20,inbound,varejo
1478,Farias,rramos@aparecida.com,Teixeira do Norte,RJ,BR,2024-08-24,inbound,industria
1479,Aragao Souza - ME,gustavoalmeida@cardoso.org,Rocha,MS,BR,2023-01-31,evento,servicos
1480,Freitas,miguel11@sa.br,Ribeiro da Praia,MT,BR,2022-07-26,evento,industria
1481,Fernandes Ltda.,nogueirajoao-lucas@farias.com,Sa das Pedras,PI,BR,2023-09-13,inbound,educacao
1482,da Mota,maria-alicecamargo@guerra.org,Ribeiro,GO,BR,2025-08-22,inbound,varejo
1483,Sampaio,blima@leao.br,da Luz,MG,BR,2024-03-15,inbound,varejo
1484,da Conceicao S.A.,benicio42@ramos.net,Casa Grande,RN,BR,2023-04-07,inbound,ti
1485,Souza,lda-mata@correia.br,Camara,ES,BR,2022-09-09,outbound,industria
1486,Vasconcelos,eloa67@castro.com,Albuquerque da Serra,MS,BR,2025-07-14,parceiro,servicos
1487,da Mata,maite64@duarte.br,Costa,AM,BR,2024-05-16,parceiro,servicos
1488,Pereira,joaquimrocha@azevedo.com,Costa do Oeste,PR,BR,2022-07-28,evento,servicos
1489,Correia - ME,gabrielamoura@pastor.com,Rios de da Mota,PI,BR,2024-08-12,evento,financeiro
1490,Jesus Sousa - ME,marcelalopes@silveira.com,Azevedo de Vasconcelos,SC,BR,2023-06-23,inbound,ti
1491,Araujo,arthur-gabrielmonteiro@vargas.com,Barbosa do Norte,MA,BR,2024-04-14,evento,industria
1492,Azevedo das Neves e Filhos,emanuellyalves@correia.org,Lopes de Minas,PR,BR,2023-05-18,inbound,industria
1493,Carvalho,joao-miguel78@lima.org,Nunes,MG,BR,2024-08-13,parceiro,varejo
1494,Cavalcanti S.A.,mariane32@farias.br,Souza da Serra,SP,BR,2023-05-29,inbound,industria
1495,Araujo da Cruz S/A,oliveirabianca@da.br,Alves,SC,BR,2023-08-03,inbound,ti
1496,Aragao,maria-laura27@aparecida.org,Sampaio do Sul,MS,BR,2025-03-17,inbound,educacao
1497,Santos,siqueiraluiz-fernando@mendes.com,Montenegro,RJ,BR,2024-04-19,inbound,servicos
1498,da Mota Freitas - ME,yborges@da.org,Camargo da Serra,MG,BR,2024-09-12,outbound,servicos
1499,Porto,marcos-viniciuspacheco@cunha.com,Siqueira,RN,BR,2022-03-24,evento,industria
1500,Rodrigues S/A,marina00@cavalcante.br,Correia,ES,BR,2024-12-01,inbound,financeiro
1501,Freitas Mendonca - EI,vitor-hugo71@aragao.net,Pacheco dos Dourados,PB,BR,2022-06-05,inbound,ti
1502,Cavalcanti,gomesbryan@garcia.com,Freitas,MS,BR,2023-03-29,inbound,financeiro
1503,Pastor,joao-miguel39@porto.br,Dias das Pedras,ES,BR,2025-07-31,inbound,educacao
1504,Ferreira,esales@costa.com,Goncalves do Galho,AM,BR,2025-04-26,inbound,financeiro
1505,da Luz Souza e Filhos,guilhermenovaes@sampaio.br,Pires do Norte,PE,BR,2023-09-09,inbound,varejo
1506,da Paz S/A,fonsecamilena@camargo.org,da Cruz de Guerra,MT,BR,2023-09-16,inbound,varejo
1507,Aragao,yurileao@rodrigues.com,Rios de Novaes,RN,BR,2023-05-22,evento,financeiro
1508,Oliveira Vasconcelos S.A.,mourarebeca@da.org,Souza,PE,BR,2025-03-02,parceiro,servicos
1509,Ramos Camara e Filhos,cmachado@lima.br,Rocha,MS,BR,2025-07-18,inbound,financeiro
1510,da Mata Rezende - ME,valentinavieira@mendonca.net,Novais,MT,BR,2023-09-14,evento,servicos
1511,Vasconcelos e Filhos,alvesisabela@monteiro.br,Monteiro de Goias,PB,BR,2025-01-01,inbound,ti
1512,Melo S.A.,diegonovais@andrade.com,da Cunha,PI,BR,2022-10-20,parceiro,industria
1513,Peixoto Albuquerque S.A.,isabelazevedo@da.org,da Conceicao da Praia,BA,BR,2023-10-17,outbound,saude
1514,Pereira,fernandesalexia@da.br,da Costa,MG,BR,2024-07-25,inbound,saude
1515,Silva,sahenry-gabriel@ferreira.com,Siqueira das Pedras,ES,BR,2024-01-27,inbound,varejo
1516,Lima,davi01@fonseca.br,Souza Grande,MG,BR,2024-09-22,evento,industria
1517,Ferreira,da-rocharenan@machado.com,Aragao de Minas,PI,BR,2023-10-29,inbound,varejo
1518,da Cunha,francisco27@alves.com,da Cruz,MT,BR,2022-03-01,inbound,ti
1519,Martins da Rosa e Filhos,rhavi38@peixoto.com,Moraes,MS,BR,2022-11-23,evento,financeiro
1520,Pacheco,luccapeixoto@cassiano.com,Fernandes Verde,MT,BR,2025-04-20,inbound,ti
1521,Abreu - EI,rezendemariane@rezende.com,Abreu,BA,BR,2024-03-09,inbound,educacao
1522,Novais,vianamaya@camara.com,Nunes de Sampaio,RN,BR,2024-02-24,evento,educacao
1523,da Rosa,icavalcante@cunha.com,Rios,ES,BR,2024-02-06,evento,financeiro
1524,Mendes S/A,mariahgomes@siqueira.net,Santos,PI,BR,2023-06-03,evento,ti
1525,da Mota,gabriela72@da.com,Moraes,RS,BR,2023-09-30,outbound,educacao
1526,da Mota,maria-luisa22@lima.com,Rezende da Prata,CE,BR,2022-03-24,inbound,ti
1527,Rezende,samuelcamara@souza.net,Andrade das Flores,SC,BR,2022-01-28,parceiro,servicos
1528,Correia,gabrielaaparecida@cirino.br,da Mata do Galho,AM,BR,2022-09-23,parceiro,servicos
1529,Moreira Teixeira S.A.,fernanda17@moura.net,Costa das Pedras,RJ,BR,2025-07-30,outbound,industria
1530,Peixoto - ME,yago17@alves.com,Sousa,PE,BR,2023-02-01,parceiro,varejo
1531,Rodrigues,silvajoao-pedro@siqueira.com,Moura,GO,BR,2024-08-19,evento,saude
1532,Silveira Alves e Filhos,henry29@camara.br,Camargo,PA,BR,2024-02-02,outbound,ti
1533,da Rocha,kfreitas@moraes.net,Montenegro,RN,BR,2024-09-06,inbound,ti
1534,Leao,bentoteixeira@pastor.com,Carvalho do Amparo,PE,BR,2024-03-21,inbound,varejo
1535,Gomes,vianaluiz-gustavo@jesus.br,Cavalcante,PB,BR,2023-08-04,inbound,educacao
1536,Pacheco e Filhos,da-motacecilia@da.org,da Conceicao de da Cruz,PB,BR,2025-09-04,inbound,industria
1537,Fernandes Silveira e Filhos,yago42@camara.br,Gomes de Fonseca,MT,BR,2023-09-03,inbound,financeiro
1538,Rodrigues Nascimento e Filhos,liznovais@castro.net,da Conceicao,MS,BR,2022-07-12,outbound,varejo
1539,Rios,sophia33@rocha.br,Vieira,SC,BR,2022-08-15,outbound,ti
1540,Montenegro,manuela37@borges.net,Silva,GO,BR,2023-03-27,outbound,varejo
1541,Cavalcante,eduardocaldeira@farias.net,Aragao,PA,BR,2025-04-20,inbound,saude
1542,da Rocha Brito - ME,casa-grandelaura@ferreira.br,Goncalves,SP,BR,2024-07-20,inbound,servicos
1543,Sousa da Luz e Filhos,wmacedo@andrade.br,Farias,SC,BR,2025-09-12,inbound,industria
1544,Rodrigues Farias e Filhos,ecaldeira@fonseca.com,Carvalho,CE,BR,2023-10-17,outbound,servicos
1545,Camara Ltda.,raulvieira@da.com,Costela de Sampaio,PE,BR,2022-07-22,outbound,varejo
1546,Souza das Neves - ME,barbara01@farias.org,Costa Grande,GO,BR,2023-02-06,outbound,varejo
1547,Freitas,teixeiradaniel@siqueira.com,Pires Grande,MA,BR,2023-04-17,inbound,industria
1548,Pacheco,lunnacorreia@alves.com,Silva,CE,BR,2024-06-08,inbound,varejo
1549,Martins,beniciobarros@da.com,Machado,RN,BR,2022-06-28,parceiro,saude
1550,Melo S/A,lorenavasconcelos@goncalves.br,Camara Verde,ES,BR,2024-11-07,inbound,servicos
1551,Melo S.A.,oleao@sa.com,Correia,MT,BR,2023-04-08,outbound,saude
1552,Rodrigues - ME,ida-paz@da.br,Santos do Campo,MS,BR,2024-04-14,inbound,ti
1553,Jesus,liz81@pinto.com,Moura,AM,BR,2023-09-01,inbound,ti
1554,Cassiano S.A.,almeidajose-miguel@pacheco.net,Silva,PI,BR,2024-07-14,inbound,financeiro
1555,Fernandes Jesus - EI,antonellaalbuquerque@casa.net,da Mota Paulista,SP,BR,2024-07-24,parceiro,industria
1556,Casa Grande,hellenapereira@montenegro.br,da Cruz,DF,BR,2022-10-27,inbound,servicos
1557,Silva,josearaujo@da.com,Pastor,PE,BR,2022-12-17,evento,educacao
1558,Vasconcelos Barros - ME,xduarte@costa.br,Vasconcelos Paulista,PB,BR,2022-07-06,parceiro,ti
1559,Pires,britogabriela@das.com,Cavalcante de Dias,SP,BR,2023-09-15,outbound,varejo
1560,Dias Porto S/A,fernandesfrancisco@da.org,Brito de Minas,RJ,BR,2022-03-12,inbound,industria
1561,Machado Ltda.,mfarias@correia.br,Araujo de Cirino,SP,BR,2025-09-12,evento,varejo
1562,Teixeira Vasconcelos S.A.,jnovais@pacheco.com,Mendes,SP,BR,2025-05-20,outbound,ti
1563,Mendonca Viana S/A,mouraarthur@da.com,Mendes,CE,BR,2022-11-05,inbound,industria
1564,Pimenta Lopes e Filhos,marcelocastro@aparecida.com,da Cruz de Casa Grande,PA,BR,2025-02-05,outbound,educacao
1565,Guerra,mateus91@sales.br,Almeida Paulista,SP,BR,2022-06-26,inbound,varejo
1566,Mendes,isaacalmeida@cunha.net,Martins,PA,BR,2023-03-03,inbound,industria
1567,Abreu,teixeiralorenzo@das.org,da Mota da Serra,PI,BR,2024-01-10,evento,industria
1568,Nascimento S.A.,milenacasa-grande@sousa.br,Melo do Sul,BA,BR,2023-06-15,parceiro,saude
1569,Albuquerque,teixeiraenzo-gabriel@ribeiro.br,Mendonca,RJ,BR,2023-02-22,outbound,servicos
1570,Sa,noahsilva@azevedo.com,Fogaca de Goias,SC,BR,2022-09-05,inbound,varejo
1571,Almeida Rocha S/A,britoeloa@abreu.com,Sampaio,BA,BR,2022-07-28,parceiro,saude
1572,Camara Sales Ltda.,tmoraes@rocha.com,Vargas,MT,BR,2022-08-04,outbound,industria
1573,Cardoso,leonardo09@rocha.br,Machado,PB,BR,2023-12-14,inbound,educacao
1574,Gomes - EI,qlima@caldeira.org,Monteiro Alegre,MS,BR,2023-03-14,outbound,varejo
1575,Cavalcante,murilo19@carvalho.com,Jesus,RJ,BR,2022-11-07,inbound,saude
1576,Aparecida Ltda.,hadassaduarte@cavalcante.org,Fonseca,DF,BR,2023-01-18,inbound,financeiro
1577,Marques,svasconcelos@ramos.com,da Conceicao Alegre,ES,BR,2024-09-07,evento,varejo
1578,Lopes,zgarcia@costa.br,Camargo de Minas,RN,BR,2025-07-18,evento,servicos
1579,Fernandes Mendonca Ltda.,bruno94@da.net,Camargo,PE,BR,2022-05-01,inbound,ti
1580,Cavalcante Guerra S/A,monteiroallana@leao.br,Alves,GO,BR,2023-02-11,outbound,industria
1581,Camara Siqueira S.A.,lopesolivia@souza.br,Lopes,MG,BR,2022-09-02,parceiro,industria
1582,Siqueira Almeida - EI,bentomendonca@martins.br,Porto,SC,BR,2022-03-07,parceiro,ti
1583,Campos Fonseca e Filhos,ifreitas@moura.net,Rezende,CE,BR,2024-07-30,inbound,saude
1584,Garcia e Filhos,mcostela@macedo.com,Rodrigues de Goias,SC,BR,2022-08-16,inbound,ti
1585,Vargas,oliviapimenta@abreu.br,Moraes,CE,BR,2024-05-31,inbound,ti
1586,Peixoto S/A,hnovais@cavalcanti.net,Lima de Porto,BA,BR,2022-05-17,evento,servicos
1587,Rezende S/A,sofia62@da.com,Cirino,CE,BR,2022-07-13,parceiro,varejo
1588,Sales S/A,anateixeira@casa.com,Azevedo de Aparecida,PB,BR,2023-12-07,inbound,ti
1589,Macedo,camposvalentim@casa.net,Goncalves,ES,BR,2023-10-20,evento,varejo
1590,Campos,fonsecagiovanna@viana.br,Pereira de Minas,PE,BR,2023-10-19,evento,ti
1591,Melo,amachado@siqueira.com,Costa de Sampaio,PE,BR,2024-07-18,inbound,varejo
1592,Costela Sales e Filhos,eduardacampos@da.net,Nunes da Mata,PB,BR,2023-07-10,outbound,ti
1593,da Rosa - ME,luiz-felipe10@da.net,Azevedo Paulista,PI,BR,2025-03-26,outbound,ti
1594,Ribeiro - EI,da-cruzguilherme@pereira.br,Mendes,MS,BR,2024-08-15,parceiro,varejo
1595,Pinto,heloisa68@vargas.br,Jesus de Souza,BA,BR,2024-11-05,outbound,financeiro
1596,Leao Caldeira - EI,vda-rocha@camargo.com,Mendes do Oeste,GO,BR,2025-01-06,outbound,ti
1597,da Paz S/A,qlima@camargo.com,Mendes de Fogaca,PI,BR,2022-02-21,evento,educacao
1598,Monteiro S.A.,mariane68@viana.br,Dias da Mata,AM,BR,2023-05-29,outbound,ti
1599,Vasconcelos da Luz - EI,tlima@nunes.com,Cardoso,RS,BR,2024-01-14,inbound,saude
1600,Fogaca Santos - ME,mfreitas@cirino.com,Costa,SC,BR,2024-12-20,inbound,ti
1601,Castro,smarques@jesus.org,Aragao de Borges,MG,BR,2025-03-01,inbound,servicos
1602,Novaes - ME,brendasilva@dias.br,Pires,CE,BR,2023-11-23,inbound,saude
1603,Sales Mendes Ltda.,sda-cruz@machado.com,Dias,DF,BR,2023-06-27,inbound,servicos
1604,Abreu Albuquerque e Filhos,aragaohenrique@mendonca.net,Garcia,MT,BR,2023-02-14,parceiro,varejo
1605,Camargo - EI,liam81@mendonca.org,Cassiano de Minas,GO,BR,2022-06-04,parceiro,ti
1606,Cassiano,calebda-paz@souza.br,Fogaca,PB,BR,2023-09-25,parceiro,financeiro
1607,Vasconcelos - EI,ana-sophiacastro@rezende.com,Lopes,ES,BR,2022-02-20,parceiro,servicos
1608,Silveira e Filhos,maria-laura26@marques.net,Montenegro do Sul,ES,BR,2024-10-20,inbound,educacao
1609,da Cunha e Filhos,aragaojoao-vitor@correia.org,Pires de Garcia,PA,BR,2024-09-20,inbound,financeiro
1610,Marques da Rocha Ltda.,muriloaragao@martins.com,Viana,PA,BR,2025-01-23,inbound,varejo
1611,Aragao,portofrancisco@borges.com,Rios da Serra,MA,BR,2023-06-08,inbound,financeiro
1612,Cavalcanti S/A,milenanogueira@araujo.br,Oliveira do Campo,MA,BR,2022-12-21,evento,varejo
1613,Fonseca,camila06@mendonca.com,das Neves de Minas,MT,BR,2024-12-04,outbound,industria
1614,Lima,gomesmurilo@peixoto.br,Pereira,RS,BR,2024-03-12,inbound,financeiro
1615,Brito S/A,yuri80@gomes.br,Rodrigues,PA,BR,2025-05-13,inbound,varejo
1616,Carvalho e Filhos,tda-mata@carvalho.com,Sousa,PE,BR,2024-04-19,outbound,varejo
1617,Farias Fogaca - ME,eduarte@ferreira.com,Cassiano da Praia,MA,BR,2022-09-13,inbound,educacao
1618,Siqueira,isadoradias@melo.net,Casa Grande do Norte,ES,BR,2022-09-05,inbound,ti
1619,Freitas Ltda.,randrade@viana.org,Goncalves de Cavalcante,PB,BR,2023-06-17,parceiro,ti
1620,Camargo Guerra - ME,fonsecajoao-pedro@novais.br,Moura,SC,BR,2022-02-10,evento,varejo
1621,da Mata,vargasbenjamim@nunes.br,Jesus,PB,BR,2024-02-29,evento,industria
1622,Sales,cecilia06@fernandes.br,da Costa,MA,BR,2025-07-24,outbound,ti
1623,Leao,noahmoraes@cirino.br,Abreu,PR,BR,2022-07-14,inbound,servicos
1624,Camargo Cardoso e Filhos,mathias36@goncalves.com,Nogueira,CE,BR,2024-12-30,evento,financeiro
1625,Castro S/A,marinajesus@cardoso.com,Fonseca Verde,MG,BR,2025-07-17,parceiro,financeiro
1626,Pastor,candrade@melo.br,Dias,DF,BR,2025-09-20,outbound,varejo
1627,Nunes,da-costafernando@pereira.br,Cavalcante de Lima,MA,BR,2022-11-04,parceiro,varejo
1628,Cirino,calmeida@da.br,Farias,MG,BR,2025-05-07,outbound,saude
1629,Vasconcelos,aparecidabarbara@pastor.net,Viana Grande,MS,BR,2022-03-17,inbound,varejo
1630,Pimenta,pachecoagatha@da.com,Barros da Praia,SP,BR,2024-02-26,evento,industria
1631,Rodrigues e Filhos,xbarros@cirino.br,Rocha,BA,BR,2024-03-05,outbound,industria
1632,Mendes Mendonca S/A,lararezende@carvalho.br,Vieira Paulista,ES,BR,2022-08-18,outbound,ti
1633,Macedo,xda-rosa@pinto.br,Moura de da Conceicao,RN,BR,2022-03-26,inbound,industria
1634,Azevedo Ltda.,moreirabreno@gomes.com,Silva de Cavalcante,PI,BR,2025-03-31,inbound,varejo
1635,Albuquerque,kamillyda-conceicao@albuquerque.com,da Rocha,PR,BR,2023-02-01,inbound,servicos
1636,Rios Fernandes - EI,abarros@campos.net,das Neves de Ferreira,RS,BR,2022-08-03,inbound,industria
1637,Lopes e Filhos,scosta@vieira.com,Rios do Norte,ES,BR,2024-10-21,inbound,varejo
1638,Mendes Ferreira e Filhos,da-matapedro-lucas@cavalcanti.org,Costa,PI,BR,2023-01-12,inbound,educacao
1639,Cassiano,vitor58@guerra.org,Melo dos Dourados,PB,BR,2023-02-16,outbound,ti
1640,Albuquerque e Filhos,ybrito@castro.br,Abreu,RN,BR,2024-03-10,evento,financeiro
1641,Montenegro Melo - ME,duartehenrique@jesus.br,Moraes de Minas,MA,BR,2025-05-08,parceiro,ti
1642,Barbosa Sa - ME,arthur-miguel79@oliveira.com,da Rocha das Pedras,CE,BR,2025-04-21,inbound,saude
1643,da Costa,srezende@lima.com,Goncalves,RS,BR,2023-02-14,parceiro,ti
1644,da Mota,catarinamacedo@goncalves.com,Siqueira da Mata,RJ,BR,2022-08-04,outbound,varejo
1645,Montenegro S.A.,juanda-luz@azevedo.org,Santos de Minas,RS,BR,2024-01-22,outbound,industria
1646,Guerra,aaragao@ferreira.br,Santos,RJ,BR,2022-12-15,inbound,saude
1647,Barros Marques - ME,benicio00@camargo.br,Siqueira,MS,BR,2024-04-10,inbound,varejo
1648,Borges,wvargas@da.br,Jesus da Mata,RJ,BR,2023-10-16,parceiro,educacao
1649,Machado,rezendeana-luiza@ribeiro.com,Machado da Praia,RS,BR,2024-10-18,inbound,varejo
1650,Campos,guerracarolina@azevedo.com,Vieira de Pinto,SC,BR,2024-11-30,inbound,industria
1651,Souza,luiza62@jesus.br,Vieira Alegre,BA,BR,2022-01-03,inbound,educacao
1652,Caldeira - ME,casa-grandeesther@lima.com,Farias,DF,BR,2025-01-22,inbound,educacao
1653,Andrade,giovannacaldeira@cavalcanti.com,da Conceicao,MA,BR,2024-12-18,outbound,servicos
1654,Borges - EI,melina46@moreira.br,Cavalcanti,MA,BR,2024-01-10,evento,industria
1655,Moraes,costelalavinia@pereira.com,Garcia de Vieira,ES,BR,2023-02-11,parceiro,financeiro
1656,Rezende Rios - ME,vitor63@rodrigues.com,Camara de Goias,MG,BR,2022-01-18,parceiro,industria
1657,Fonseca,souzajoao-felipe@carvalho.com,Cardoso da Prata,PA,BR,2024-01-21,parceiro,servicos
1658,Camara - ME,rcaldeira@caldeira.com,Abreu,PB,BR,2023-08-09,inbound,financeiro
1659,Novais,brunoferreira@azevedo.net,Cunha,PE,BR,2024-06-06,inbound,industria
1660,Silva,oporto@garcia.net,Marques dos Dourados,MS,BR,2022-11-28,inbound,financeiro
1661,Silva,vasconcelospedro-miguel@pacheco.org,Melo da Mata,SP,BR,2024-10-09,inbound,varejo
1662,Camargo,dalves@silveira.com,Silveira de Sa,MG,BR,2022-06-18,parceiro,saude
1663,Teixeira e Filhos,jose-miguel19@nogueira.com,Nascimento Paulista,PE,BR,2024-02-15,inbound,financeiro
1664,Abreu Fernandes Ltda.,pedro-henriquecampos@das.net,Costela de Peixoto,RS,BR,2024-04-28,inbound,ti
1665,Novaes,barroseloa@mendes.br,Cirino,AM,BR,2024-07-29,inbound,varejo
1666,Sampaio,da-cunhasophie@barros.com,Casa Grande,DF,BR,2022-07-25,outbound,industria
1667,Aparecida S.A.,garciabrayan@da.br,Nunes de Machado,ES,BR,2023-06-05,outbound,educacao
1668,Carvalho,samuel28@ferreira.com,Cirino de Sa,MT,BR,2024-10-14,evento,saude
1669,Caldeira,ottonascimento@sampaio.org,Campos,MT,BR,2022-10-31,inbound,saude
1670,Pimenta,eduardoabreu@da.com,Lima,RJ,BR,2022-04-25,outbound,varejo
1671,Correia Campos - ME,sarah76@cavalcanti.br,Sa do Galho,PR,BR,2023-10-26,inbound,financeiro
1672,Marques Viana S.A.,anthonyabreu@aragao.br,da Rosa da Praia,PR,BR,2022-03-28,inbound,varejo
1673,Caldeira,vasconceloslarissa@casa.com,Duarte,SC,BR,2025-01-23,inbound,varejo
1674,Aparecida,daniel11@cavalcanti.com,da Mata Paulista,PA,BR,2024-01-13,inbound,ti
1675,Vargas - ME,vasconceloskamilly@martins.com,Siqueira dos Dourados,CE,BR,2023-03-04,outbound,servicos
1676,Ribeiro,oliveiramaria-fernanda@pires.com,da Costa das Pedras,MS,BR,2023-03-26,inbound,educacao
1677,Monteiro Abreu - EI,jmendonca@montenegro.com,Ferreira,MT,BR,2024-02-25,inbound,industria
1678,Novaes - ME,wleao@ribeiro.br,Souza,BA,BR,2023-12-16,inbound,industria
1679,Moraes,ester34@aragao.br,Castro Verde,PI,BR,2022-01-02,outbound,ti
